Allele_1,Allele_2,Family_1,Family_2,Stability_Score
HLA-B*57,IGHV3-49*05,HLA,IG,0.02
SLCO1B1*14,IGHV4-39*07,CYP,IG,0.02
CYP2D6*2,IGHV8-51-1*03,CYP,IG,0.02
HLA-DRB1*07,KIR3DS1*013,HLA,KIR,0.02
CYP2A13*1,TRBV14*02,CYP,TCR,0.02
KIR3DL3*027,CYP2C8*5,KIR,CYP,0.02
IGHV5-51*03,TRGV2*02,IG,TCR,0.02
MICB*052,TRAJ13*01,HLA,TCR,0.02
KIR2DL3*001,IGLV2-23*04,KIR,IG,0.02
NAT2*5,IGKJ4*02,CYP,IG,0.02
CYP2C9*82,IGLV3-10*01,CYP,IG,0.02
HLA-DPB1*14,IGLV3-16*01,HLA,IG,0.02
HLA-DRB1*13,TRAV8-4*01,HLA,TCR,0.02
CYP2B6*15,IGHD5-18*01,CYP,IG,0.02
HLA-DPB1*14,IGHV3-53*04,HLA,IG,0.02
CYP3A4*10,IGKV1D-42*02,CYP,IG,0.02
CYP4F2*1,IGHD1-7*01,CYP,IG,0.02
SLCO1B1*14,IGKV2D-24*01,CYP,IG,0.02
IGHD4-17*01,TRBJ2-7*01,IG,TCR,0.02
CYP2A13*2,IGHV3-54*04,CYP,IG,0.01
CYP2B6*1,IGLV3-27*01,CYP,IG,0.01
KIR2DP1*001,TRAV27*03,KIR,TCR,0.01
HLA-C*16,TRAV20*02,HLA,TCR,0.01
KIR2DP1*001,TRBV17*02,KIR,TCR,0.01
KIR2DP1*001,TRBV30*03,KIR,TCR,0.01
HLA-C*08,IGHV3-30*02,HLA,IG,0.01
CYP2A6*9,IGLV2-8*01,CYP,IG,0.01
HLA-C*08,IGKV1D-42*02,HLA,IG,0.01
CYP2B6*1,IGKV2-24*01,CYP,IG,0.01
IGLV10-54*05,TRBV16*01,IG,TCR,0.01
CYP2A13*2,IGHV1-18*04,CYP,IG,0.01
TRAJ8*01,TRBV30*03,TCR,TCR,0.01
CYP2B6*1,IGLV3-19*01,CYP,IG,0.01
TRBV6-6*03,TRBV5-5*01,TCR,TCR,0.01
HLA-DPB2*01,IGHV3-52*01,HLA,IG,0.01
HLA-C*08,IGHV3-71*04,HLA,IG,0.01
HLA-C*16,IGHV4-28*07,HLA,IG,0.01
HLA-C*16,TRGV5*01,HLA,TCR,0.01
HLA-C*16,IGLV1-41*02,HLA,IG,0.01
CYP2B6*1,IGLV1-41*02,CYP,IG,0.01
IGLV10-54*02,IGLV3-10*03,IG,IG,0.01
CYP2A13*2,IGHV8-51-1*03,CYP,IG,0.01
TRBV5-5*02,TRBV6-6*03,TCR,TCR,0.01
CYP2A13*2,IGHV3-52*01,CYP,IG,0.01
IGHV3-29*01,IGHV2-70D*04,IG,IG,0.01
CYP2A6*46,TRAV26-1*01,CYP,TCR,0.01
KIR2DP1*001,IGLV8-61*02,KIR,IG,0.01
IGHV3-52*02,TRAV26-1*02,IG,TCR,0.01
CYP2D6*41,IGLV3-22*01,CYP,IG,0.01
HLA-W*02,IGKV7-3*01,HLA,IG,0.01
CYP2D6*41,IGLV4-69*01,CYP,IG,0.01
HLA-W*02,IGKJ3*01,HLA,IG,0.01
SLCO1B1*19,IGKV2D-29*01,CYP,IG,0.01
HLA-DRB3*02,IGHV2-70D*04,HLA,IG,0.01
HLA-B*07,IGHD3-10*03,HLA,IG,0.01
NAT2*6,TRBV14*02,CYP,TCR,0.01
KIR2DL4*006,TRGV4*02,KIR,TCR,0.01
SLCO1B1*19,IGKV2D-29*02,CYP,IG,0.01
SLCO1B1*19,TRAV35*01,CYP,TCR,0.01
MICB*005,HLA-P*02,HLA,HLA,0.01
IGLV8-61*02,IGHD5-18*01,IG,IG,0.01
HLA-DQA1*01,CYP2B6*1,HLA,CYP,0.01
CYP2A6*46,IGHV3-53*01,CYP,IG,0.01
HLA-U*01,IGLV2-23*03,HLA,IG,0.01
HLA-B*07,IGKV3D-11*02,HLA,IG,0.01
NAT2*6,TRBV21-1*01,CYP,TCR,0.01
NAT2*6,TRAV26-1*01,CYP,TCR,0.01
HLA-B*07,IGHV3-33*01,HLA,IG,0.01
HLA-B*07,IGHV3-48*02,HLA,IG,0.01
CYP2A6*46,IGKV1-17*01,CYP,IG,0.01
MICB*005,CYP2C19*1,HLA,CYP,0.01
CYP2A6*46,IGKV1D-12*02,CYP,IG,0.01
HLA-B*07,IGHV1-45*02,HLA,IG,0.01
IGLV3-10*03,TRGV5*01,IG,TCR,0.01
CYP2A6*46,IGLV4-60*03,CYP,IG,0.01
IGHV3-16*02,TRBV30*03,IG,TCR,0.01
NAT2*6,TRAJ47*01,CYP,TCR,0.01
CYP2D6*41,IGLJ6*01,CYP,IG,0.01
HLA-C*03,IGLV3-22*03,HLA,IG,0.01
IGHV3-30-2*03,IGHV1-2*04,IG,IG,0.01
HLA-B*08,IGHV3-33*01,HLA,IG,0.01
IGHV1-69*14,TRAV8-3*02,IG,TCR,0.01
CYP2B6*5,IGKV2D-29*01,CYP,IG,0.01
HLA-G*01,KIR3DL3*027,HLA,KIR,0.01
CYP2B6*5,IGHV1-3*01,CYP,IG,0.01
HLA-DQB1*06,IGHV3-22*02,HLA,IG,0.01
HLA-B*08,CYP2B6*5,HLA,CYP,0.01
SLCO1B1*45,TRBV11-3*04,CYP,TCR,0.01
HLA-DPB2*01,IGHV3-53*01,HLA,IG,0.01
HLA-DQA1*05,TRDV2*01,HLA,TCR,0.01
MICB*008,TRBV17*01,HLA,TCR,0.01
SLCO1B1*45,TRBV11-3*01,CYP,TCR,0.01
IGKV1D-8*02,IGHV1-69D*05,IG,IG,0.01
IGHV4-31*01,TRBJ2-7*01,IG,TCR,0.01
SLCO1B1*45,IGHV3-54*02,CYP,IG,0.01
HLA-B*08,IGLJ1*01,HLA,IG,0.01
HLA-DQA1*01,IGLV2-5*02,HLA,IG,0.01
CYP2C9*34,IGKV1D-42*02,CYP,IG,0.01
CYP2B6*5,IGLV2-5*01,CYP,IG,0.01
CYP2C9*34,IGKV1D-42*01,CYP,IG,0.01
CYP2B6*5,IGKV2D-29*02,CYP,IG,0.01
CYP2D6*41,TRAV13-1*01,CYP,TCR,0.01
HLA-A*23,CYP3A5*6,HLA,CYP,0.01
HLA-DRB5*01,KIR3DS1*013,HLA,KIR,0.01
TRBV24-1*01,TRBV15*01,TCR,TCR,0.01
IGHV3-52*02,TRAV26-1*01,IG,TCR,0.01
HLA-DRB5*01,KIR3DL1*002,HLA,KIR,0.01
HLA-W*02,IGLV10-54*02,HLA,IG,0.01
HLA-B*08,IGHV3-16*03,HLA,IG,0.01
HLA-W*02,IGLV4-69*01,HLA,IG,0.01
CYP2A6*46,IGLV1-40*01,CYP,IG,0.01
MICB*005,IGHV3-22*02,HLA,IG,0.01
CYP2B6*1,IGHV1-58*02,CYP,IG,0.01
HLA-DPB1*01,TRAV6*01,HLA,TCR,0.01
HLA-DPB1*01,TRGJ1*02,HLA,TCR,0.01
NAT2*39,IGLV3-31*01,CYP,IG,0.01
TRBV24-1*02,TRAJ32*01,TCR,TCR,0.01
NAT2*6,IGHJ4*02,CYP,IG,0.01
HLA-DPB1*01,TRBV24-1*02,HLA,TCR,0.01
NAT2*39,IGLV3-21*02,CYP,IG,0.01
NAT2*6,CYP2A13*2,CYP,CYP,0.01
HLA-DPB1*01,TRGJ1*01,HLA,TCR,0.01
HLA-DPB1*01,CYP2C9*2,HLA,CYP,0.01
CYP4F2*3,IGHV3-53*06,CYP,IG,0.01
HLA-A*03,IGHV4-61*01,HLA,IG,0.01
NAT2*39,IGLV2-18*02,CYP,IG,0.01
HLA-C*08,TRGV3*02,HLA,TCR,0.01
IGHV3-21*01,IGHV2-70D*04,IG,IG,0.01
HLA-W*02,IGHV2-70*15,HLA,IG,0.01
HLA-A*29,IGHV2-70D*04,HLA,IG,0.01
TAP2*01,SLCO1B1*37,HLA,CYP,0.01
CYP4F2*3,IGHD6-6*01,CYP,IG,0.01
CYP4F2*3,IGHD1-7*01,CYP,IG,0.01
IGHV6-1*03,TRAV38-1*03,IG,TCR,0.01
HLA-A*29,IGKV1D-42*02,HLA,IG,0.01
IGLV10-54*05,TRBJ2-7*02,IG,TCR,0.01
IGLV2-14*03,TRAV27*03,IG,TCR,0.01
TRBV19*01,TRBJ1-4*01,TCR,TCR,0.01
HLA-C*08,TRGV2*02,HLA,TCR,0.01
HLA-C*08,TRDV3*02,HLA,TCR,0.01
HLA-A*29,TRBV21-1*02,HLA,TCR,0.01
KIR2DP1*001,IGKV1-9*01,KIR,IG,0.01
CYP2B6*1,IGKV1-8*02,CYP,IG,0.01
TRAV1-1*01,TRBV11-2*01,TCR,TCR,0.01
HLA-A*29,IGKV5-2*01,HLA,IG,0.01
KIR2DS4*004,IGHV3-71*03,KIR,IG,0.01
TRAV1-1*01,TRBV11-2*03,TCR,TCR,0.01
HLA-A*33,HLA-A*29,HLA,HLA,0.01
HLA-A*03,HLA-A*26,HLA,HLA,0.01
HLA-B*18,TRAV20*02,HLA,TCR,0.01
NAT2*6,TRAV26-1*02,CYP,TCR,0.01
HLA-DRB1*08,IGHV3-71*04,HLA,IG,0.01
NAT2*6,TRAV21*01,CYP,TCR,0.01
TRGV4*01,TRBV16*02,TCR,TCR,0.01
CYP2A6*46,IGLV8-61*02,CYP,IG,0.01
CYP2A6*46,IGHV3-23*04,CYP,IG,0.01
HLA-G*01,KIR2DP1*009,HLA,KIR,0.01
IGLV3-10*03,TRAV6*01,IG,TCR,0.01
TRGV5*01,TRBV30*04,TCR,TCR,0.01
MICB*005,TRAJ47*01,HLA,TCR,0.01
HLA-DQA1*01,HLA-DOA*01,HLA,HLA,0.01
HLA-DRB1*08,IGLV1-51*02,HLA,IG,0.01
NAT2*6,IGHV3-23*03,CYP,IG,0.01
HLA-DRB1*08,IGKV1-17*01,HLA,IG,0.01
HLA-C*02,IGLV4-60*02,HLA,IG,0.01
NAT2*6,IGLV2-33*01,CYP,IG,0.01
HLA-C*02,IGHV1-69D*05,HLA,IG,0.01
HLA-DPB1*14,IGHV1-69D*01,HLA,IG,0.01
TRGV2*01,TRBV10-2*01,TCR,TCR,0.01
CYP2A6*46,TRGV3*02,CYP,TCR,0.01
TRAJ13*02,TRBV10-3*02,TCR,TCR,0.01
TAP2*01,HLA-DRB1*11,HLA,HLA,0.01
IGHV3-19*01,TRBV7-3*01,IG,TCR,0.01
CYP2C19*38,IGHV1-68*01,CYP,IG,0.01
TRDV2*03,TRAJ13*02,TCR,TCR,0.01
TRBV10-2*01,TRBV30*04,TCR,TCR,0.01
HLA-C*16,KIR3DL3*008,HLA,KIR,0.01
IGHV3-66*04,TRAJ32*01,IG,TCR,0.01
HLA-DRB1*03,TRBJ1-3*01,HLA,TCR,0.01
IGHD5-5*01,IGHV3-11*01,IG,IG,0.01
IGHD6-6*01,TRAJ8*01,IG,TCR,0.01
HLA-DOB*01,IGHV1-2*04,HLA,IG,0.01
IGHD6-6*01,IGHV3-30*02,IG,IG,0.01
HLA-B*57,IGHV1-45*02,HLA,IG,0.01
IGHD6-6*01,IGHV2-70*15,IG,IG,0.01
HLA-B*57,IGLV7-43*01,HLA,IG,0.01
HLA-B*53,TRAV1-2*01,HLA,TCR,0.01
HLA-B*53,TRAV21*02,HLA,TCR,0.01
IGHD6-6*01,IGLV2-14*03,IG,IG,0.01
IGHV8-51-1*02,TRBV30*01,IG,TCR,0.01
IGHD6-6*01,IGHV3-16*02,IG,IG,0.01
HLA-S*01,KIR2DP1*001,HLA,KIR,0.01
IGHD1-7*01,TRBV24-1*01,IG,TCR,0.01
HLA-S*01,IGHV3-11*05,HLA,IG,0.01
HLA-S*01,TRAV1-1*01,HLA,TCR,0.01
IGHV3-54*07,IGLV6-57*04,IG,IG,0.01
HLA-H*01,HLA-DPB1*01,HLA,HLA,0.01
IGHD1-7*01,TRBV6-6*03,IG,TCR,0.01
IGHD1-7*01,IGHV3-30*02,IG,IG,0.01
IGKV1D-16*02,IGHV4-59*11,IG,IG,0.01
HLA-B*51,TRGV4*02,HLA,TCR,0.01
HLA-DRB1*09,IGKV3D-20*01,HLA,IG,0.01
IGHD1-7*01,IGHV3-11*05,IG,IG,0.01
HLA-H*01,KIR2DS4*006,HLA,KIR,0.01
HLA-H*01,CYP2A6*24,HLA,CYP,0.01
HLA-DQB1*05,HLA-B*57,HLA,HLA,0.01
IGHD5-5*01,TRAJ8*01,IG,TCR,0.01
IGHV1-3*01,IGHV3-69-1*01,IG,IG,0.01
IGHD5-5*01,TRAV26-1*01,IG,TCR,0.01
HLA-A*01,KIR2DL5B*002,HLA,KIR,0.01
HLA-DQA1*02,IGKV3-7*04,HLA,IG,0.01
IGHD4-4*01,TRBV21-1*01,IG,TCR,0.01
IGHD4-4*01,TRAV26-1*01,IG,TCR,0.01
IGHV6-1*01,IGHD2-21*02,IG,IG,0.01
HLA-A*01,CYP2A6*1,HLA,CYP,0.01
HLA-A*01,IGHV3-53*02,HLA,IG,0.01
HLA-A*01,TRBV21-1*02,HLA,TCR,0.01
HLA-DQA1*02,CYP2A6*54,HLA,CYP,0.01
IGHD4-4*01,IGHV3-30*02,IG,IG,0.01
HLA-A*30,KIR3DL1*062,HLA,KIR,0.01
IGHV4-31*03,TRBV15*01,IG,TCR,0.01
IGHD4-4*01,IGHV4-4*01,IG,IG,0.01
IGHD4-4*01,IGHV3-33*06,IG,IG,0.01
IGHV3-33*01,IGHV8-51-1*02,IG,IG,0.01
IGHD4-4*01,IGKV1D-12*01,IG,IG,0.01
IGHD4-4*01,IGKV1D-12*02,IG,IG,0.01
IGHD4-4*01,IGHV3-43*01,IG,IG,0.01
IGHV3-47*01,IGHV3-53*02,IG,IG,0.01
IGHV3-47*01,IGHV3-54*07,IG,IG,0.01
IGHV8-51-1*02,IGHV3-52*02,IG,IG,0.01
IGHD5-5*01,TRBV6-6*02,IG,TCR,0.01
IGHD5-5*01,TRBV10-3*02,IG,TCR,0.01
HLA-DQA1*02,HLA-H*01,HLA,HLA,0.01
MICA*002,IGLV7-43*01,HLA,IG,0.01
HLA-DRB1*15,IGHV3-52*01,HLA,IG,0.01
HLA-H*01,CYP2D6*40,HLA,CYP,0.01
HLA-DRB1*03,TRGV5*01,HLA,TCR,0.01
IGHD3-10*01,IGKV1-6*02,IG,IG,0.01
HLA-T*01,CYP2C8*5,HLA,CYP,0.01
IGHV8-51-1*04,IGLV5-45*04,IG,IG,0.01
IGHV3-52*02,IGLV5-45*04,IG,IG,0.01
HLA-DOA*01,TRGJP*01,HLA,TCR,0.01
HLA-T*01,KIR2DL5A*001,HLA,KIR,0.01
IGHJ4*02,TRBV11-2*03,IG,TCR,0.01
IGHJ4*02,TRBV11-2*01,IG,TCR,0.01
HLA-DPB2*03,TRBV30*04,HLA,TCR,0.01
IGHJ4*02,IGKV1-17*03,IG,IG,0.01
IGHV3-52*02,TRAV8-7*02,IG,TCR,0.01
HLA-C*04,IGHV3-33-2*01,HLA,IG,0.01
HLA-DPB2*03,TRBV10-3*03,HLA,TCR,0.01
IGHV3-52*02,TRAV12-2*03,IG,TCR,0.01
IGHV3-52*02,TRAV8-7*01,IG,TCR,0.01
IGHJ4*02,IGHV3-53*04,IG,IG,0.01
HLA-C*04,TRBV14*01,HLA,TCR,0.01
IGHJ4*02,IGHV3-54*07,IG,IG,0.01
IGHJ4*02,IGHV3-53*02,IG,IG,0.01
HLA-DPB1*17,CYP4F2*5,HLA,CYP,0.01
HLA-DPA1*01,IGKV4-1*01,HLA,IG,0.01
IGHV3-71*04,TRAV8-2*03,IG,TCR,0.01
HLA-DPA2*02,IGLV3-12*01,HLA,IG,0.01
HLA-DPB2*03,IGHV3-30*02,HLA,IG,0.01
IGKV1-5*01,IGKV3-15*02,IG,IG,0.01
IGHV3-7*01,IGKJ3*01,IG,IG,0.01
IGHV5-51*03,TRBV19*01,IG,TCR,0.01
IGHD3-10*01,IGLJ3*01,IG,IG,0.01
HLA-H*01,IGHV3-20*02,HLA,IG,0.01
HLA-C*04,IGHV3-20*02,HLA,IG,0.01
IGKV1D-13*02,IGHV1-69D*05,IG,IG,0.01
IGHV1-3*01,IGHV4-61*12,IG,IG,0.01
HLA-H*01,IGKJ5*01,HLA,IG,0.01
IGHD1-7*01,IGLJ2*01,IG,IG,0.01
IGKV1D-8*03,IGHV7-34-1*04,IG,IG,0.01
IGHD1-7*01,IGLV2-14*03,IG,IG,0.01
HLA-H*01,IGLJ3*01,HLA,IG,0.01
IGHV1-3*01,TRGV2*02,IG,TCR,0.01
HLA-H*01,IGHV3-48*01,HLA,IG,0.01
IGHD1-7*01,IGHV3-16*02,IG,IG,0.01
HLA-DPA1*02,HLA-C*06,HLA,HLA,0.01
IGHD2-8*01,TRBV21-1*01,IG,TCR,0.01
IGHD3-10*01,TRAJ24*02,IG,TCR,0.01
IGHD3-10*01,TRAJ24*03,IG,TCR,0.01
HLA-H*01,TRBJ2-6*01,HLA,TCR,0.01
HLA-H*01,TRBV7-2*01,HLA,TCR,0.01
IGHD3-10*01,IGKV1-27*02,IG,IG,0.01
IGLV5-45*03,IGHV4-59*11,IG,IG,0.01
HLA-H*01,TRBV5-3*02,HLA,TCR,0.01
HLA-DRB1*13,TRBV7-3*03,HLA,TCR,0.01
HLA-DRB3*03,IGHV4-34*01,HLA,IG,0.01
HLA-T*01,TRBV10-1*01,HLA,TCR,0.01
IGHV4-39*07,IGLV5-37*02,IG,IG,0.01
HLA-C*04,CYP2A6*54,HLA,CYP,0.01
IGHV5-51*03,TRBV15*02,IG,TCR,0.01
HLA-A*01,HLA-DRB3*01,HLA,HLA,0.01
IGHV3-25*05,TRAV1-1*01,IG,TCR,0.01
HLA-W*01,IGLV2-23*03,HLA,IG,0.01
IGHV7-4-1*02,TRAV35*03,IG,TCR,0.01
HLA-DQB1*06,IGKV2D-30*01,HLA,IG,0.01
IGKV1D-42*01,IGHV8-51-1*02,IG,IG,0.01
IGLV4-69*01,TRBV19*01,IG,TCR,0.01
IGHV7-4-1*02,IGHD4-17*01,IG,IG,0.01
HLA-DQB1*06,IGLV3-21*04,HLA,IG,0.01
HLA-A*23,TRBV10-3*02,HLA,TCR,0.01
MICB*002,HLA-H*01,HLA,HLA,0.01
MICB*002,TRBV21-1*02,HLA,TCR,0.01
IGHV4-4*02,TRBV7-7*01,IG,TCR,0.01
MICB*005,IGLV6-57*02,HLA,IG,0.01
IGLV4-60*03,TRAV12-2*03,IG,TCR,0.01
IGHV4-4*02,IGHD3-22*01,IG,IG,0.01
IGHV4-4*02,IGHV3-54*02,IG,IG,0.01
MICB*005,IGHD2-8*02,HLA,IG,0.01
TAP2*01,IGKV7-3*01,HLA,IG,0.01
HLA-DOA*01,KIR3DL3*100,HLA,KIR,0.01
HLA-DOB*01,HLA-A*03,HLA,HLA,0.01
IGHV4-4*02,IGKV1D-12*01,IG,IG,0.01
IGLV6-57*02,IGHV7-34-1*04,IG,IG,0.01
HLA-DOB*01,CYP4F2*3,HLA,CYP,0.01
IGHV4-4*02,IGKV1D-13*01,IG,IG,0.01
HLA-DOB*01,IGHV4-31*01,HLA,IG,0.01
IGLV10-54*02,IGHV3-33*01,IG,IG,0.01
IGLV10-54*02,IGHV2-70*10,IG,IG,0.01
HLA-DOB*01,IGHV3-54*04,HLA,IG,0.01
HLA-DQB1*06,IGHD3-9*01,HLA,IG,0.01
HLA-DRB1*13,IGKV2-40*01,HLA,IG,0.01
HLA-A*01,HLA-DRB1*03,HLA,HLA,0.01
IGHV7-4-1*02,IGHV3-30*03,IG,IG,0.01
IGHV3-7*01,IGHV4-28*01,IG,IG,0.01
IGHV2-5*02,TRBV17*01,IG,TCR,0.01
MICA*001,CYP3A5*1,HLA,CYP,0.01
IGHV2-5*02,IGHV3-11*05,IG,IG,0.01
HLA-DPB2*01,IGKV1-8*03,HLA,IG,0.01
HLA-A*23,TRBV10-2*02,HLA,TCR,0.01
IGKV2D-29*01,TRAJ8*02,IG,TCR,0.01
IGHV2-5*02,IGKV1D-16*02,IG,IG,0.01
HLA-DPB2*01,IGHV1-46*03,HLA,IG,0.01
MICA*001,IGKV2D-24*01,HLA,IG,0.01
IGKV2D-28*01,IGHD2-8*02,IG,IG,0.01
HLA-DPB2*01,IGKV3-11*01,HLA,IG,0.01
IGHV2-5*02,IGHV3-23*01,IG,IG,0.01
IGKV2D-28*01,IGHV1-69*10,IG,IG,0.01
HLA-DPB2*01,CYP2D6*40,HLA,CYP,0.01
MICA*001,IGKV2D-18*01,HLA,IG,0.01
IGKV2D-24*01,IGHV3-47*01,IG,IG,0.01
IGKV2D-18*01,IGLV3-27*01,IG,IG,0.01
IGHV7-4-1*02,IGKV1D-42*02,IG,IG,0.01
MICA*001,IGKV3-7*06,HLA,IG,0.01
HLA-DPB2*01,CYP2C19*17,HLA,CYP,0.01
IGKV3D-15*01,TRAJ8*02,IG,TCR,0.01
IGHV7-4-1*02,TRAJ37*01,IG,TCR,0.01
MICA*001,IGLV5-37*02,HLA,IG,0.01
HLA-DRB1*13,IGHD6-25*01,HLA,IG,0.01
IGHV4-4*02,IGKV7-3*01,IG,IG,0.01
HLA-DOB*01,IGLV6-57*01,HLA,IG,0.01
IGHV4-4*02,IGHV3-30-2*01,IG,IG,0.01
IGHV1-3*01,IGKV4-1*02,IG,IG,0.01
HLA-DRB5*01,IGLV1-41*01,HLA,IG,0.01
HLA-DRB4*01,IGKV2-4*01,HLA,IG,0.01
HLA-DQA1*02,IGKJ4*02,HLA,IG,0.01
IGHV1-2*06,IGHV3-52*01,IG,IG,0.01
HLA-DRB4*01,IGLV3-12*01,HLA,IG,0.01
HLA-W*01,MICA*002,HLA,HLA,0.01
HLA-DRB5*01,IGHV7-4-1*02,HLA,IG,0.01
HLA-W*01,IGHV4-28*02,HLA,IG,0.01
IGLV2-14*03,IGHV1-18*01,IG,IG,0.01
IGHD1-1*01,TRBV6-6*02,IG,TCR,0.01
IGHD1-1*01,IGKJ1*01,IG,IG,0.01
HLA-W*01,HLA-B*44,HLA,HLA,0.01
HLA-W*01,HLA-A*23,HLA,HLA,0.01
HLA-DOB*01,CYP2B6*2,HLA,CYP,0.01
IGHD2-2*02,TRBD1*01,IG,TCR,0.01
IGLJ2*01,TRBV20-1*01,IG,TCR,0.01
HLA-DQA1*02,IGKV2-29*01,HLA,IG,0.01
IGHD2-2*02,IGKV2-29*03,IG,IG,0.01
IGLJ7*01,IGHV4-59*11,IG,IG,0.01
HLA-DRB5*01,TRBV21-1*02,HLA,TCR,0.01
HLA-A*23,TRBV10-2*01,HLA,TCR,0.01
IGHD2-2*02,IGKV1D-17*01,IG,IG,0.01
IGHV3-13*04,IGLV10-54*05,IG,IG,0.01
IGHD2-2*02,IGKV6D-41*01,IG,IG,0.01
IGHD2-2*02,IGKJ4*01,IG,IG,0.01
HLA-C*03,HLA-DPB1*04,HLA,HLA,0.01
IGHV1-2*06,IGLV2-14*01,IG,IG,0.01
HLA-F*01,HLA-B*35,HLA,HLA,0.01
HLA-DRB1*15,IGHV3-54*04,HLA,IG,0.01
IGLV10-54*02,IGHV2-26*02,IG,IG,0.01
IGLV1-41*01,TRGV9*01,IG,TCR,0.01
HLA-DRB1*15,HLA-C*16,HLA,HLA,0.01
IGLV1-41*01,TRGV9*02,IG,TCR,0.01
IGHV1-3*01,IGHV3-54*04,IG,IG,0.01
IGHV1-3*01,IGHV3-43*01,IG,IG,0.01
IGHV1-3*03,TRAV35*03,IG,TCR,0.01
IGHV1-3*03,IGHV4-4*01,IG,IG,0.01
HLA-DRB1*13,IGHV4-31*13,HLA,IG,0.01
IGLV1-40*01,IGHV7-4-1*01,IG,IG,0.01
HLA-DRB1*13,IGHD3-10*01,HLA,IG,0.01
HLA-B*57,TRBV20-1*05,HLA,TCR,0.01
HLA-DRB1*09,TRBV10-1*02,HLA,TCR,0.01
IGHV1-3*03,IGKV2-24*02,IG,IG,0.01
IGHV1-3*03,IGHV2-70*15,IG,IG,0.01
IGLV2-34*02,IGHV3-63*03,IG,IG,0.01
HLA-B*57,IGKV1-9*03,HLA,IG,0.01
HLA-DQB1*05,TRBJ2-7*01,HLA,TCR,0.01
IGHV1-3*03,IGLV3-21*03,IG,IG,0.01
IGHV1-3*03,IGHV1-69-2*01,IG,IG,0.01
IGLV2-34*02,IGHV7-34-1*04,IG,IG,0.01
IGHV1-3*03,IGHV3-73*02,IG,IG,0.01
IGHD3-9*01,TRAV8-3*02,IG,TCR,0.01
IGHV4-28*02,TRBJ2-7*01,IG,TCR,0.01
IGHJ4*02,IGHV3-52*01,IG,IG,0.01
HLA-DRB4*01,IGHD3-10*01,HLA,IG,0.01
IGHJ5*02,IGLV1-47*02,IG,IG,0.01
IGHJ2*01,TRBV15*01,IG,TCR,0.01
NAT2*14,IGLV8-61*01,CYP,IG,0.01
MICB*005,IGHV2-26*02,HLA,IG,0.01
IGHV3-30*03,IGHV7-34-1*04,IG,IG,0.01
IGHV3-7*05,IGLV5-37*02,IG,IG,0.01
MICB*005,CYP2D6*132,HLA,CYP,0.01
IGHV4-61*09,IGHV3-53*06,IG,IG,0.01
NAT2*14,IGKV2D-18*01,CYP,IG,0.01
HLA-DQB1*03,IGLV1-47*01,HLA,IG,0.01
IGKV1-27*02,TRBV7-2*01,IG,TCR,0.01
MICA*010,HLA-DPB1*05,HLA,HLA,0.01
HLA-DPA2*01,IGLV10-54*05,HLA,IG,0.01
IGHJ4*03,TRBV16*02,IG,TCR,0.01
HLA-C*05,IGHV3-62*06,HLA,IG,0.01
IGHV4-61*12,TRBV7-2*01,IG,TCR,0.01
CYP2B6*15,IGHV4-59*13,CYP,IG,0.01
HLA-B*35,HLA-DPB1*03,HLA,HLA,0.01
HLA-DPA2*01,IGHV2-70*20,HLA,IG,0.01
CYP2D6*132,TRBV6-6*02,CYP,TCR,0.01
CYP2D6*132,TRBV21-1*01,CYP,TCR,0.01
CYP2D6*132,TRBV24-1*02,CYP,TCR,0.01
CYP2D6*132,TRBV21-1*02,CYP,TCR,0.01
IGHV3-11*06,IGHV1-18*04,IG,IG,0.01
HLA-B*35,IGKJ3*01,HLA,IG,0.01
MICA*010,IGHV3-64*01,HLA,IG,0.01
CYP2D6*132,IGHV3-63*03,CYP,IG,0.01
NAT2*14,IGHV1-69-2*01,CYP,IG,0.01
HLA-DRB1*04,IGLV5-45*02,HLA,IG,0.01
HLA-B*58,IGHV1-2*06,HLA,IG,0.01
HLA-DRB1*04,IGHV1-45*02,HLA,IG,0.01
HLA-B*44,HLA-C*02,HLA,HLA,0.01
CYP4F2*5,IGHV3-52*01,CYP,IG,0.01
IGHD3-22*01,TRBV7-2*01,IG,TCR,0.01
HLA-B*58,SLCO1B1*15,HLA,CYP,0.01
CYP4F2*5,IGHV2-26*01,CYP,IG,0.01
MICB*005,KIR3DL1*002,HLA,KIR,0.01
HLA-B*58,KIR3DL1*007,HLA,KIR,0.01
HLA-B*44,IGHV3-48*02,HLA,IG,0.01
HLA-B*44,IGKV6-21*01,HLA,IG,0.01
IGHV3-48*04,TRBV10-2*02,IG,TCR,0.01
CYP2C9*11,IGLV2-33*01,CYP,IG,0.01
HLA-B*44,IGLV7-43*01,HLA,IG,0.01
CYP2C9*11,IGHJ4*02,CYP,IG,0.01
HLA-B*58,KIR2DL4*005,HLA,KIR,0.01
HLA-B*44,IGHV3-33*05,HLA,IG,0.01
NAT2*14,TRBV7-3*03,CYP,TCR,0.01
HLA-B*44,TRGJP*01,HLA,TCR,0.01
NAT2*14,IGHV3-30*04,CYP,IG,0.01
IGHJ2*01,TRBV5-5*02,IG,TCR,0.01
HLA-B*44,TRGV2*02,HLA,TCR,0.01
HLA-DRB1*04,HLA-C*16,HLA,HLA,0.01
HLA-B*58,KIR3DL2*137,HLA,KIR,0.01
NAT2*14,IGLV8-61*02,CYP,IG,0.01
